126,17,14
106,61,19
78,86,25
67,104,31
74,80,38
86,139,39
73,127,28
62,132,55
91,126,47
68,137,56
205,138,70
153,193,73
180,238,103
155,201,74
127,226,75
129,212,85
172,193,90
138,240,90
147,202,66
119,186,98
305,258,30
252,310,38
206,322,43
181,336,66
173,267,85
144,256,72
136,266,89
170,253,110
136,218,121
142,281,118
14,201,38
44,161,27
81,177,25
72,127,29
60,119,34
61,109,45
72,94,33
81,105,33
75,78,39
63,106,39
23,492,24
114,367,22
142,368,57
187,350,75
194,380,83
183,221,89
180,223,89
154,230,95
188,235,109
158,275,99
21,312,113
80,221,76
117,254,66
108,224,50
122,200,64
140,189,58
126,190,64
118,187,75
85,159,75
110,147,78
36,133,66
53,133,47
56,132,60
97,107,52
69,106,44
73,131,41
65,106,45
108,162,68
97,170,56
95,168,41
121,74,30
83,110,26
101,95,29
90,107,47
75,61,32
79,92,50
68,98,37
79,102,49
63,83,39
61,101,37
40,16,2
38,20,5
12,27,6
10,16,9
7,18,20
13,19,18
24,8,26
15,20,12
9,8,15
9,12,4
1,72,70
20,61,39
36,59,42
41,45,22
21,43,16
37,57,11
20,68,8
35,42,18
18,59,14
22,61,8
31,12,17
19,24,16
16,22,23
22,15,12
26,21,19
28,25,20
30,36,19
27,33,22
33,39,25
37,61,21
104,103,20
91,98,27
100,142,36
68,171,42
88,198,46
94,188,55
106,178,72
139,164,75
112,184,106
110,200,95
21,75,159
56,61,115
74,57,80
65,90,95
61,96,85
74,88,78
77,132,78
67,115,68
87,138,85
85,171,77
47,21,9
21,19,7
21,18,11
19,24,8
6,39,14
17,34,14
21,26,16
22,37,5
20,22,14
16,31,12
178,143,286
199,143,254
187,179,266
180,214,231
196,249,244
234,262,212
219,293,197
266,306,197
242,338,171
217,344,204
57,284,79
85,233,97
109,234,67
121,216,76
110,211,97
110,256,115
123,252,95
156,194,81
108,202,98
124,238,85
100,145,115
110,144,122
116,159,96
150,142,103
97,150,94
128,189,77
130,177,90
120,173,77
132,190,86
86,180,86
173,90,105
133,114,120
98,148,133
129,160,108
124,159,79
103,144,81
109,191,68
115,203,98
96,188,74
124,180,78
140,328,286
184,264,226
246,315,248
227,275,239
248,315,208
244,356,238
230,371,218
272,367,214
232,367,240
234,362,221
177,55,31
128,96,28
103,91,40
116,121,51
107,150,57
109,127,71
102,124,81
93,111,71
82,138,59
140,143,46
