1000,1000,1000
1000,1000,1000
1000,1000,1000
991.679,1003.14,1011.42
991.679,1003.14,1011.42
991.679,1003.14,1011.42
979.302,1027.92,1009.11
979.302,1027.92,1009.11
979.302,1027.92,1009.11
979.302,1027.92,1009.11
982.389,1035.24,1020.14
982.389,1035.24,1020.14
993.936,1026.44,1039.36
979.084,1043.41,1036.43
1001.85,1036.94,1045.64
1001.85,1036.94,1045.64
1001.85,1036.94,1045.64
1019.55,1036.54,1047.04
1028.11,1052.01,1058.21
1042.77,1047.43,1080.57
1021.08,1055.04,1068.36
1021.08,1055.04,1068.36
1021.08,1055.04,1068.36
1021.08,1055.04,1068.36
1021.08,1055.04,1068.36
1021.08,1055.04,1068.36
990.912,1066.86,1065.46
990.912,1066.86,1065.46
988.136,1085.13,1063.25
988.136,1085.13,1063.25
1018.29,1050.98,1057.42
1018.29,1050.98,1057.42
1018.29,1050.98,1057.42
1018.29,1050.98,1057.42
1018.29,1050.98,1057.42
1013.72,1033.15,1062.52
1018.7,1028.46,1067.54
1033.59,1023.45,1078.05
1014.33,1025.32,1076.94
1001.01,1026.17,1086.46
1001.01,1026.17,1086.46
1001.01,1026.17,1086.46
1001.01,1026.17,1086.46
1001.01,1026.17,1086.46
1001.01,1026.17,1086.46
1001.01,1026.17,1086.46
1036.06,1026.11,1087.47
1036.06,1026.11,1087.47
1049.27,1022.02,1098.64
1049.27,1022.02,1098.64
1049.27,1022.02,1098.64
1049.27,1022.02,1098.64
1051.86,1034.29,1109.27
1051.86,1034.29,1109.27
1076.65,1033.5,1106.1
1076.65,1033.5,1106.1
1080.34,1020.63,1098.35
1080.07,1019.33,1098.81
1080.07,1019.33,1098.81
1095.42,1042.07,1087.66
1093.17,1056.42,1088.48
1095.29,1056.75,1082.44
1086.22,1060.67,1090.25
1086.22,1060.67,1090.25
1091.24,1066.37,1095.92
1091.24,1066.37,1095.92
1091.24,1066.37,1095.92
1091.24,1066.37,1095.92
1102.69,1060.2,1097.21
1098.96,1056.5,1107.24
1096.9,1056.15,1124.27
1096.9,1056.15,1124.27
1096.9,1056.15,1124.27
1096.9,1056.15,1124.27
1096.9,1056.15,1124.27
1096.9,1056.15,1124.27
1096.9,1056.15,1124.27
1096.9,1056.15,1124.27
1096.9,1056.15,1124.27
1096.9,1056.15,1124.27
1096.9,1056.15,1124.27
1096.9,1056.15,1124.27
1096.9,1056.15,1124.27
1096.9,1056.15,1124.27
1096.9,1056.15,1124.27
1096.9,1056.15,1124.27
1083.42,1064.55,1120.1
1079.31,1073.75,1100.5
1090.43,1074.87,1094.06
1090.43,1074.87,1094.06
1090.43,1074.87,1094.06
1090.43,1074.87,1094.06
1087.05,1075.34,1082.57
1087.05,1075.34,1082.57
1087.05,1075.34,1082.57
1082.77,1077.6,1086.64
1084.95,1075.29,1086.62
1084.95,1075.29,1086.62
1084.95,1075.29,1086.62
1084.95,1075.29,1086.62
1084.95,1075.29,1086.62
1084.95,1075.29,1086.62
1083.09,1093.33,1084.65
1083.09,1093.33,1084.65
1083.09,1093.33,1084.65
1083.09,1093.33,1084.65
1083.09,1093.33,1084.65
1083.09,1093.33,1084.65
1083.09,1093.33,1084.65
1083.09,1093.33,1084.65
1073.63,1107.12,1102.2
1073.63,1107.12,1102.2
1066.71,1123.49,1110.81
1066.71,1123.49,1110.81
1074.81,1114.5,1116.3
1058.81,1118.15,1123.32
1058.81,1118.15,1123.32
1067.05,1101.96,1132.8
1063.2,1100.83,1147.69
1063.2,1100.83,1147.69
1063.2,1100.83,1147.69
1063.2,1100.83,1147.69
1063.2,1100.83,1147.69
1063.2,1100.83,1147.69
1063.2,1100.83,1147.69
1063.2,1100.83,1147.69
1063.2,1100.83,1147.69
1048.74,1087.6,1136.64
1048.74,1087.6,1136.64
1049.69,1099.53,1158.55
1042.94,1102.91,1165.16
1023.96,1105.31,1173.88
1023.96,1105.31,1173.88
1023.96,1105.31,1173.88
1023.96,1105.31,1173.88
1023.96,1105.31,1173.88
1023.96,1105.31,1173.88
1023.96,1105.31,1173.88
1023.96,1105.31,1173.88
1023.96,1105.31,1173.88
1023.96,1105.31,1173.88
1035.19,1105.34,1168.83
1035.19,1105.34,1168.83
1035.19,1105.34,1168.83
1035.19,1105.34,1168.83
1035.19,1105.34,1168.83
1035.19,1105.34,1168.83
1035.19,1105.34,1168.83
1030.07,1098.74,1167.24
1027.01,1117.63,1174.49
1014.3,1126.17,1160.64
1017.9,1130.06,1166.88
1017.9,1130.06,1166.88
1017.9,1130.06,1166.88
1029.84,1138.02,1178.99
1029.84,1138.02,1178.99
1029.84,1138.02,1178.99
1029.84,1138.02,1178.99
1029.84,1138.02,1178.99
1029.84,1138.02,1178.99
1017.09,1151.14,1178.82
1031.58,1160.29,1174.66
1031.58,1160.29,1174.66
1031.58,1160.29,1174.66
1031.58,1160.29,1174.66
1032.49,1179.5,1175.68
1032.49,1179.5,1175.68
1032.49,1179.5,1175.68
1032.49,1179.5,1175.68
1032.49,1179.5,1175.68
1042.73,1178.56,1165.86
1041.82,1183.63,1164.39
1041.82,1183.63,1164.39
1042.65,1181.63,1173.43
1040.59,1192.25,1185.71
1045.02,1175.54,1198.35
1045.02,1175.54,1198.35
1045.02,1175.54,1198.35
1044.01,1169.76,1216.58
1044.01,1169.76,1216.58
1044.01,1169.76,1216.58
1044.01,1169.76,1216.58
1044.01,1169.76,1216.58
1044.01,1169.76,1216.58
1044.01,1169.76,1216.58
1049.28,1196.74,1211.23
1035.22,1212.74,1215.51
1035.22,1212.74,1215.51
1019.26,1211.6,1206.33
1019.26,1211.6,1206.33
1019.26,1211.6,1206.33
1055.66,1208.23,1210.52
1055.66,1208.23,1210.52
1045.79,1209.07,1215.5
1040.72,1195.1,1223.38
1053.55,1193.64,1210.38
1072.82,1202.63,1226.13
1072.82,1202.63,1226.13
1072.82,1202.63,1226.13
1072.82,1202.63,1226.13
1072.82,1202.63,1226.13
1064.85,1209.61,1227.8
1064.85,1209.61,1227.8
1064.85,1209.61,1227.8
1067.61,1203.09,1228.1
1067.61,1203.09,1228.1
1067.61,1203.09,1228.1
1067.61,1203.09,1228.1
1067.61,1203.09,1228.1
1082.77,1185.73,1242.01
1082.77,1185.73,1242.01
1082.77,1185.73,1242.01
1082.46,1187.79,1247.08
1096.51,1181.9,1245.96
1096.51,1181.9,1245.96
1096.51,1181.9,1245.96
1096.51,1181.9,1245.96
1096.51,1181.9,1245.96
1096.51,1181.9,1245.96
1093.5,1191.68,1238.6
1093.5,1191.68,1238.6
1084.54,1189.61,1246.42
1084.54,1189.61,1246.42
1084.54,1189.61,1246.42
1084.54,1189.61,1246.42
1084.54,1189.61,1246.42
1084.54,1189.61,1246.42
1084.54,1189.61,1246.42
1080.33,1200.5,1232.55
1087.82,1218,1246.2
1087.82,1218,1246.2
1087.82,1218,1246.2
1087.82,1218,1246.2
1087.82,1218,1246.2
1087.82,1218,1246.2
1087.82,1218,1246.2
1100.43,1211.31,1261.17
1100.43,1211.31,1261.17
1100.43,1211.31,1261.17
1100.43,1211.31,1261.17
1100.43,1211.31,1261.17
1100.43,1211.31,1261.17
1100.43,1211.31,1261.17
1100.43,1211.31,1261.17
1100.43,1211.31,1261.17
1092.68,1239.84,1229.3
