0,1898.68
5,1898.68
10,1898.68
15,1898.88
20,1898.88
25,1898.88
30,1897.21
35,1897.21
40,1897.21
45,1897.21
50,1898.5
55,1898.5
60,1898.65
65,1898.16
70,1898.11
75,1898.11
80,1898.11
85,1898.73
90,1899.88
95,1899.37
100,1898.57
105,1898.57
110,1898.57
115,1898.57
120,1898.57
125,1898.57
130,1898.63
135,1898.63
140,1898.43
145,1898.43
150,1899.89
155,1899.89
160,1899.89
165,1899.89
170,1899.89
175,1898.71
180,1898.75
185,1898.82
190,1899.47
195,1899.64
200,1899.64
205,1899.64
210,1899.64
215,1899.64
220,1899.64
225,1899.64
230,1897.65
235,1897.65
240,1896.36
245,1896.36
250,1896.36
255,1896.36
260,1897.29
265,1897.29
270,1898.81
275,1898.81
280,1899.88
285,1900.39
290,1900.39
295,1900.35
300,1900.61
305,1900.58
310,1899.34
315,1899.34
320,1899.55
325,1899.55
330,1899.55
335,1899.55
340,1899.42
345,1900.41
350,1900.33
355,1900.33
360,1900.33
365,1900.33
370,1900.33
375,1900.33
380,1900.33
385,1900.33
390,1900.33
395,1900.33
400,1900.33
405,1900.33
410,1900.33
415,1900.33
420,1900.33
425,1900.33
430,1899.31
435,1893.98
440,1896.62
445,1896.62
450,1896.62
455,1896.62
460,1896.97
465,1896.97
470,1896.97
475,1896.94
480,1900.79
485,1900.79
490,1900.79
495,1900.79
500,1900.79
505,1900.79
510,1901.12
515,1901.12
520,1901.12
525,1901.12
530,1901.12
535,1901.12
540,1901.12
545,1901.12
550,1901.25
555,1901.25
560,1901.19
565,1901.19
570,1901.36
575,1901.34
580,1901.34
585,1901.56
590,1901.55
595,1901.55
600,1901.55
605,1901.55
610,1901.55
615,1901.55
620,1901.55
625,1901.55
630,1901.55
635,1900.59
640,1900.59
645,1900.9
650,1900.36
655,1899.56
660,1899.56
665,1899.56
670,1899.56
675,1899.56
680,1899.56
685,1899.56
690,1899.56
695,1899.56
700,1899.56
705,1899.64
710,1899.64
715,1899.64
720,1899.64
725,1899.64
730,1899.64
735,1899.64
740,1897.89
745,1900.34
750,1901.23
755,1901.17
760,1901.17
765,1901.17
770,1901.5
775,1901.5
780,1901.5
785,1901.5
790,1901.5
795,1901.5
800,1901.05
805,1901.25
810,1901.25
815,1901.25
820,1901.25
825,1900.68
830,1900.68
835,1900.68
840,1900.68
845,1900.68
850,1900.14
855,1900.17
860,1900.17
865,1899.84
870,1900.38
875,1900.61
880,1900.61
